Normlaization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Linear,80/20,-1.4368647638659402,1.7231494435749328
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.3895315499291464,0.8677149508890226
Rg w/no norm,No regr out,All,1,Ridge,80/20,-0.18660662567608433,1.2024322464187696
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.38262058959800227,0.8726127200437999
Rg w/no norm,No regr out,All,1,Lasso,80/20,-0.1522688252720068,1.1849066479100017
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.38065187461101213,0.874002917343013
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,-9.27217100429807,3.5378413230641894
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,-4.668821312424663,2.644185092622381
Rg w/no norm,No regr out,All,1,GPR,80/20,-10.535073002739733,3.749016947912584
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,-4.570712796420272,2.6212041859560586
Rg w/no norm,No regr out,All,1,Linear,85/15,-0.713944478541521,1.515309528915045
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.4827013263555484,0.8294290136739249
Rg w/no norm,No regr out,All,1,Ridge,85/15,0.0804859463467763,1.1098956908723792
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.4717785587062636,0.8381399726235368
Rg w/no norm,No regr out,All,1,Lasso,85/15,0.0540577034301406,1.1257327530836707
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.46395492081809764,0.8443241226580546
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,-10.01483602617321,3.8414218100626876
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,-4.23437887425085,2.6384029133578024
Rg w/no norm,No regr out,All,1,GPR,85/15,-11.56130092895471,4.10223267614707
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,-4.106614724881246,2.6060040552932477
Rg w/no norm,No regr out,All,1,Linear,90/10,-0.5307050347076185,1.4449339464074515
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.6071450407322622,0.810419785878182
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.25946551887628067,1.00502040994215
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.596071611541682,0.8217620932441326
Rg w/no norm,No regr out,All,1,Lasso,90/10,0.2529825865504475,1.0094099973117292
Rg w/no norm,No regr out,Inliers,1,Lasso,90/10,0.580406268657985,0.8375455031240671
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,-14.174606002824634,4.549471521418035
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,90/10,-3.045080430425652,2.600503820915258
Rg w/no norm,No regr out,All,1,GPR,90/10,-16.239918904605805,4.849197227840508
Rg w/no norm,No regr out,Inliers,1,GPR,90/10,-5.421263322392263,3.276454606655445
Rg w/no norm,No regr out,All,2,Linear,80/20,-1.4068994948531275,1.7125221912659214
Rg w/no norm,No regr out,Inliers,2,Linear,80/20,0.39464584806510594,0.8640725950951152
Rg w/no norm,No regr out,All,2,Ridge,80/20,-0.073266990518142,1.1435656881381764
Rg w/no norm,No regr out,Inliers,2,Ridge,80/20,0.38703791252524355,0.86948536287675
Rg w/no norm,No regr out,All,2,Lasso,80/20,-0.047417613042154194,1.129710502622408
Rg w/no norm,No regr out,Inliers,2,Lasso,80/20,0.38818652474367565,0.8686703289371136
Rg w/no norm,No regr out,All,2,Kernel Ridge,80/20,-9.6685693702116,3.6054570196467424
Rg w/no norm,No regr out,Inliers,2,Kernel Ridge,80/20,-4.667539111122292,2.643886038452451
Rg w/no norm,No regr out,All,2,GPR,80/20,-11.234730985927829,3.8610412573404034
Rg w/no norm,No regr out,Inliers,2,GPR,80/20,-7.174866108334337,3.1753075258313084
Rg w/no norm,No regr out,All,2,Linear,85/15,-0.8234866889213428,1.5629830861658156
Rg w/no norm,No regr out,Inliers,2,Linear,85/15,0.48660913739969347,0.8262902114937549
Rg w/no norm,No regr out,All,2,Ridge,85/15,-0.03908965488151539,1.1798573168368234
Rg w/no norm,No regr out,Inliers,2,Ridge,85/15,0.47515594095179425,0.8354561943998094
Rg w/no norm,No regr out,All,2,Lasso,85/15,-0.020093806852076845,1.1690229442294722
Rg w/no norm,No regr out,Inliers,2,Lasso,85/15,0.4688373556910349,0.8404701674917252
Rg w/no norm,No regr out,All,2,Kernel Ridge,85/15,-10.486406617544139,3.92279011920276
Rg w/no norm,No regr out,Inliers,2,Kernel Ridge,85/15,-4.234662168323715,2.6384743099658965
Rg w/no norm,No regr out,All,2,GPR,85/15,-12.38376376463786,4.234402240647293
Rg w/no norm,No regr out,Inliers,2,GPR,85/15,-7.085021467828511,3.279058232309609
Rg w/no norm,No regr out,All,2,Linear,90/10,-0.5772498188200716,1.4667377914604804
Rg w/no norm,No regr out,Inliers,2,Linear,90/10,0.6075063447953328,0.8100470334049055
Rg w/no norm,No regr out,All,2,Ridge,90/10,0.26664185703618526,1.0001388514169602
Rg w/no norm,No regr out,Inliers,2,Ridge,90/10,0.5965971298494911,0.8212273554168392
Rg w/no norm,No regr out,All,2,Lasso,90/10,0.26841488290832427,0.9989291115542818
Rg w/no norm,No regr out,Inliers,2,Lasso,90/10,0.5817213308253839,0.8362319840224703
Rg w/no norm,No regr out,All,2,Kernel Ridge,90/10,-14.88721255084709,4.655068669261913
Rg w/no norm,No regr out,Inliers,2,Kernel Ridge,90/10,-3.040618435725486,2.5990691602115112
Rg w/no norm,No regr out,All,2,GPR,90/10,-17.44182153083347,5.015383494255942
Rg w/no norm,No regr out,Inliers,2,GPR,90/10,-5.4212572595987165,3.2764530598825177
Rg w/no norm,No regr out,All,1,Linear,80/20,-1.4368647638659402,1.7231494435749328
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.3895315499291464,0.8677149508890226
Rg w/no norm,No regr out,All,1,Ridge,80/20,-0.18660662567608433,1.2024322464187696
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.38262058959800227,0.8726127200437999
Rg w/no norm,No regr out,All,1,Lasso,80/20,-0.1522688252720068,1.1849066479100017
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.38065187461101213,0.874002917343013
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,-9.27217100429807,3.5378413230641894
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,-4.668821312424663,2.644185092622381
Rg w/no norm,No regr out,All,1,GPR,80/20,-10.53155719444361,3.748445567506358
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,-4.570221359236623,2.6210885647006723
Rg w/no norm,No regr out,All,1,Linear,85/15,-0.713944478541521,1.515309528915045
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.4827013263555484,0.8294290136739249
Rg w/no norm,No regr out,All,1,Ridge,85/15,0.0804859463467763,1.1098956908723792
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.4717785587062636,0.8381399726235368
Rg w/no norm,No regr out,All,1,Lasso,85/15,0.0540577034301406,1.1257327530836707
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.46395492081809764,0.8443241226580546
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,-10.01483602617321,3.8414218100626876
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,-4.23437887425085,2.6384029133578024
Rg w/no norm,No regr out,All,1,GPR,85/15,-11.56667707833344,4.103110445755494
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,-4.107658323244988,2.6062703258836337
Rg w/no norm,No regr out,All,1,Linear,90/10,-0.5307050347076185,1.4449339464074515
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.6071450407322622,0.810419785878182
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.25946551887628067,1.00502040994215
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.596071611541682,0.8217620932441326
Rg w/no norm,No regr out,All,1,Lasso,90/10,0.2529825865504475,1.0094099973117292
