Normlaization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Linear,80/20,0.40516931874689044,2.0491200373884166
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.5145755316874241,0.7988022080318236
Rg w/no norm,No regr out,All,1,Ridge,80/20,0.28768549382886377,2.24236658899668
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.5146928153516237,0.7987057026889363
Rg w/no norm,No regr out,All,1,Lasso,80/20,0.2563154498315806,2.2912110708800655
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.5801127134179593,0.7429246827185192
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,0.3033878376588639,2.217513363926896
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,0.5155288816386998,0.7980174182557167
Rg w/no norm,No regr out,All,1,GPR,80/20,0.4636741190727548,1.94574129820651
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,-0.44900935415386645,1.3801110064624196
Rg w/no norm,No regr out,All,1,Linear,85/15,0.4093626747807593,2.225253653548269
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.4182354757971156,0.8538868274308595
Rg w/no norm,No regr out,All,1,Ridge,85/15,0.16662145355831626,2.643262146408676
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.43389976857618706,0.8423127271656881
Rg w/no norm,No regr out,All,1,Lasso,85/15,0.21035542933775442,2.5729710826937664
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.5846453134012106,0.721499865037903
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,0.35623046016016324,2.3231876506845706
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,0.3767126646152861,0.8838342921768817
Rg w/no norm,No regr out,All,1,GPR,85/15,0.5301736735623983,1.9846674760642613
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,-0.45055411841295956,1.3483221368147535
Rg w/no norm,No regr out,All,1,Linear,90/10,-0.4874824078925717,1.5218036872831642
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.2777463921987905,0.8859139265388499
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.049760588498894975,1.2163238776679384
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.34769982119898524,0.841919207613737
Rg w/no norm,No regr out,All,1,Lasso,90/10,0.13685615915221694,1.1592425163299955
Rg w/no norm,No regr out,Inliers,1,Lasso,90/10,0.48638277373630623,0.7470788807317214
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,0.3761566978219246,0.9855314123521289
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,90/10,0.45724068262182394,0.7679807118285983
Rg w/no norm,No regr out,All,1,GPR,90/10,0.627230067494689,0.7618213691799445
Rg w/no norm,No regr out,Inliers,1,GPR,90/10,-0.4897733436659941,1.2723505107954096
Rg w/no norm,No regr out,All,2,Linear,80/20,0.4113734486369325,2.038405786513977
Rg w/no norm,No regr out,Inliers,2,Linear,80/20,0.5244800667876768,0.7906108829934594
Rg w/no norm,No regr out,All,2,Ridge,80/20,0.23759827861623561,2.3198646841317654
Rg w/no norm,No regr out,Inliers,2,Ridge,80/20,0.5245948858907037,0.7905154267291474
Rg w/no norm,No regr out,All,2,Lasso,80/20,0.23925872396382897,2.3173370743189117
Rg w/no norm,No regr out,Inliers,2,Lasso,80/20,0.5801138334550886,0.7429236918528627
Rg w/no norm,No regr out,All,2,Kernel Ridge,80/20,0.33446092310850295,2.167491981368028
Rg w/no norm,No regr out,Inliers,2,Kernel Ridge,80/20,0.5447483336589276,0.7735781544132762
Rg w/no norm,No regr out,All,2,GPR,80/20,0.3860600324561354,2.081774444601035
Rg w/no norm,No regr out,Inliers,2,GPR,80/20,-0.35396346081636865,1.3340800723677766
Rg w/no norm,No regr out,All,2,Linear,85/15,0.4068617984665207,2.2299597612030615
Rg w/no norm,No regr out,Inliers,2,Linear,85/15,0.4349096255683318,0.841561097826624
Rg w/no norm,No regr out,All,2,Ridge,85/15,0.2081392037526414,2.5765792180089857
Rg w/no norm,No regr out,Inliers,2,Ridge,85/15,0.43509398201798655,0.8414238101650848
Rg w/no norm,No regr out,All,2,Lasso,85/15,0.19144620555436698,2.603595655619158
Rg w/no norm,No regr out,Inliers,2,Lasso,85/15,0.583594948806911,0.7224115670482972
Rg w/no norm,No regr out,All,2,Kernel Ridge,85/15,0.3058486923112097,2.4123824009601695
Rg w/no norm,No regr out,Inliers,2,Kernel Ridge,85/15,0.43992348838194384,0.8378193307229764
Rg w/no norm,No regr out,All,2,GPR,85/15,0.5097801897278393,2.027283600455588
Rg w/no norm,No regr out,Inliers,2,GPR,85/15,-0.3218855324708738,1.287133581724674
